StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID3,Q1,Q1_9_TEXT,Q2,Q3,Q4,Q4_19_TEXT,Q5,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q9_4_TEXT,Q10,Q11,Q12,Q12_7_TEXT,Q 13-20_1,Q 13-20_2,Q 13-20_3,Q 13-20_4,Q 13-20_5,Q 13-20_6,Q 13-20_7,Q 13-20_8,Q21,Q22,Q 23-38_1,Q 23-38_2,Q 23-38_3,Q 23-38_4,Q 23-38_5,Q 23-38_6,Q 23-38_7,Q 23-38_8,Q 23-38_9,Q 23-38_10,Q 23-38_11,Q 23-38_12,Q 23-38_13,Q 23-38_14,Q 23-38_15,Q 23-38_16,Q 23-38_16_TEXT,Q39,Q39_14_TEXT,Q40,Q 41-56_1,Q 41-56_2,Q 41-56_3,Q 41-56_4,Q 41-56_5,Q 41-56_6,Q 41-56_7,Q 41-56_8,Q 41-56_9,Q 41-56_10,Q 41-56_11,Q 41-56_12,Q 41-56_13,Q 41-56_14,Q 41-56_15,Q 41-56_16,Q57,Q58,Q59,Q60,Q61
9/23/24 7:31,9/23/24 7:35,IP Address,,100,234,TRUE,9/23/24 7:35,R_2uPM5loYCx6v7eS,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Mittelschule,Englisch,,38,12 Jahre,"Ich habe davon gehört, aber ich benutze es nicht.",,,,,,,,,2 - Leicht,2 - Leicht,5- Sehr gut,5- Sehr gut,2 - Leicht,2 - Leicht,2 - Leicht,5- Sehr gut,Nein,,,,,,,,,,,,,,,,,,,"Kollegen/Kolleginnen,Internet (z.B. Google, YouTube),Ich habe noch nicht gelernt, wie man generative KI in meinem Unterricht einsetzt.",,Nein,,,,,,,,,,,,,,,,,,positives Sprachvorbild,"Betrugsversuche, die keine eigene Arbeit sind",technische Möglichkeiten,
9/23/24 7:29,9/23/24 7:51,IP Address,,100,1318,TRUE,9/23/24 7:51,R_8qxxeI19SLMrKsF,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,"Englisch,Mandarin",,43,17,Ich habe GenAI verwendet.,ChatGPT,,ChatGPT,,"Ja, ich bezahle dafür.",Sehr zugänglich (z.B. Ich kann generative KI-Tools jederzeit verwenden),"Computer,iPad oder Tablet,Mobiltelefon",,5- Sehr gut,4- Gut,4- Gut,4- Gut,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,5- Sehr gut,Nein,,,,,,,,,,,,,,,,,,,"Internet (z.B. Google, YouTube),Experimentieren,Ich habe noch nicht gelernt, wie man generative KI in meinem Unterricht einsetzt.",,Nein,,,,,,,,,,,,,,,,,"Im Unterricht nutze ich das nur zur Demonstration, nicht aber für meine Lernenden. Ich kann mir das durchaus vorstellen!","Individualisierung für jeden Einzelnen
Instant Feedback
Weiterarbeit direkt möglich ","Datenschutz-Leaks
Abgelenkt werden- kein Fokus auf die zu vermittelnden Inhalte","Versorgung mit Geräten
Kenntnisstand des Kollegiums",Schulinterne Fortbildung im Haus und längerfristige Begleitung wären toll
9/23/24 7:54,9/23/24 7:57,IP Address,,100,150,TRUE,9/23/24 7:57,R_2OvtDcGsC3wV6vF,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,Englisch,,38,11,"Ich habe davon gehört, aber ich benutze es nicht.",,,,,,,,,3 - Mäßig,4- Gut,4- Gut,4- Gut,3 - Mäßig,3 - Mäßig,3 - Mäßig,4- Gut,Nein,,,,,,,,,,,,,,,,,,,"Kollegen/Kolleginnen,Internet (z.B. Google, YouTube),Ich habe noch nicht gelernt, wie man generative KI in meinem Unterricht einsetzt.",,Nein,,,,,,,,,,,,,,,,,,,,,
9/23/24 13:06,9/23/24 13:10,IP Address,,100,232,TRUE,9/23/24 13:10,R_8iXeXsPGcvRZ69b,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,"Mittelschule,Sekundarschule/Gymnasium",Englisch,,30,4,"Ich habe davon gehört, aber ich benutze es nicht.",,,,,,,,,2 - Leicht,5- Sehr gut,3 - Mäßig,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,4- Gut,Nein,,,,,,,,,,,,,,,,,,,"Ich habe noch nicht gelernt, wie man generative KI in meinem Unterricht einsetzt.",,Nein,,,,,,,,,,,,,,,,,,,,,"Ja, mehrtägige Fortbildung mit Anwendung auf Unterrichtsmaterial"
9/24/24 0:31,9/24/24 0:35,IP Address,,100,235,TRUE,9/24/24 0:35,R_2Cpk2CUkCb949Yg,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,"Englisch,Französisch,Spanisch",,41 Jahre,25 Jahre,"Ich habe davon gehört, aber ich benutze es nicht.",,,,,,,,,3 - Mäßig,4- Gut,4- Gut,4- Gut,3 - Mäßig,3 - Mäßig,3 - Mäßig,4- Gut,Nein,,,,,,,,,,,,,,,,,,,"Kollegen/Kolleginnen,Internet (z.B. Google, YouTube),Ich habe noch nicht gelernt, wie man generative KI in meinem Unterricht einsetzt.",,Nein,,,,,,,,,,,,,,,,,Korrekturen,,,,
9/24/24 11:42,9/24/24 11:48,IP Address,,100,389,TRUE,9/24/24 11:48,R_2QYyiYzbszmwe5s,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Grundschule,"Englisch,Deutsch",,30,6 Jahre,Ich habe GenAI verwendet.,ChatGPT,,ChatGPT,,"Nein, ich benutze die kostenlose Version.",Sehr zugänglich (z.B. Ich kann generative KI-Tools jederzeit verwenden),Computer,,4- Gut,3 - Mäßig,5- Sehr gut,5- Sehr gut,3 - Mäßig,3 - Mäßig,3 - Mäßig,3 - Mäßig,Ja,Wöchentlich,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,3= Etwas,3= Etwas,3= Etwas,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,3= Etwas,1= Gar nicht,1= Gar nicht,3= Etwas,,Kollegen/Kolleginnen,,Nein,,,,,,,,,,,,,,,,,,"Ideen und Impulse für Sprachbäder, roter Faden und Rahmenhandlung","Eigene Kreativität geht verloren
Grammatikalisch Korrektheit ",,
9/26/24 2:17,9/26/24 3:21,IP Address,,100,3815,TRUE,9/26/24 3:21,R_2HFdMabvHXfsOwu,,,,,,,anonymous,EN,Ja,Deutschland,,Nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/24 5:16,9/26/24 5:20,IP Address,,100,269,TRUE,9/26/24 5:20,R_2JEKD1qLaaO0JBK,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Grundschule,Englisch,,49 Jahre,18 Jahre,"Ich habe davon gehört, aber ich benutze es nicht.",,,,,,,,,2 - Leicht,2 - Leicht,2 - Leicht,2 - Leicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,Nein,,,,,,,,,,,,,,,,,,,Lernende/Kinder,,Nein,,,,,,,,,,,,,,,,,,Individualisiert auf den Lernstand der kinder zugeschnittene Aufgaben,"Beim unterrichten von Grundschulkindern spiel das menschliche Sprachvorbild, die Aktion mit Anderen und die Bezeihung zur Lehrperson eine große Rolle",,Nutzung speziell für Kinder im Alter von 8-10 Jahren
9/27/24 7:54,9/27/24 8:06,IP Address,,100,700,TRUE,9/27/24 8:06,R_8kk9ZUmtuU1sccS,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Grundschule,Englisch,,48,22,"Ich habe davon gehört, aber ich benutze es nicht.",,,,,,,,,2 - Leicht,3 - Mäßig,3 - Mäßig,2 - Leicht,3 - Mäßig,2 - Leicht,2 - Leicht,3 - Mäßig,Nein,,,,,,,,,,,,,,,,,,,Andere (bitte eintragen),ISP Student,Nein,,,,,,,,,,,,,,,,,"sehr allgemein - im Unterricht wie auch immer, leider keine Kenntnisse","Motivation
Erleichterung
Aktueller Stand
Professionalität","Eventuell Überforderung (high tech!?)
Probleme mit Daten(schutz)?",Keine Erfahrung,"Ja. 
Konkrete Beispiele, Vorteile, Anwendungen"
9/30/24 4:36,9/30/24 4:40,IP Address,,100,237,TRUE,9/30/24 4:40,R_8ZGl6Kh5wZzTtIt,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Grundschule,Englisch,,38,8,Ich habe GenAI verwendet.,"ChatGPT,Claude,Andere",Perplexity,ChatGPT,,"Nein, ich benutze die kostenlose Version.","Eingeschränkt  zugänglich (z.B. Ich kann auf generative KI zugreifen, aber es ist nicht immer einfach)","Computer,iPad oder Tablet,Mobiltelefon",,5- Sehr gut,5- Sehr gut,5- Sehr gut,5- Sehr gut,3 - Mäßig,3 - Mäßig,4- Gut,4- Gut,Ja,Monatlich,2= Wenig,2= Wenig,2= Wenig,3= Etwas,3= Etwas,3= Etwas,4= Viel,3= Etwas,3= Etwas,4= Viel,4= Viel,4= Viel,2= Wenig,1= Gar nicht,4= Viel,1= Gar nicht,,"Internet (z.B. Google, YouTube),Experimentieren",,Ja,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,,,,,
10/1/24 0:44,10/1/24 0:49,IP Address,,100,278,TRUE,10/1/24 0:49,R_8kpNmA1PljO1u7K,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Grundschule,Englisch,,28,5 Jahre,"Ich habe davon gehört, aber ich benutze es nicht.",,,,,,,,,1 - Gar nicht,2 - Leicht,3 - Mäßig,4- Gut,4- Gut,4- Gut,4- Gut,2 - Leicht,Nein,,,,,,,,,,,,,,,,,,,"Ich habe noch nicht gelernt, wie man generative KI in meinem Unterricht einsetzt.",,Nein,,,,,,,,,,,,,,,,,"Individuellen Lernübungen im Fremdsprachenunterricht in dem Bereich ""Sprechen""","Individuelles Lernen, Übunhsphase auf unzerschiedl. Niveaustufen, ohne dass Schriftsprache verwendet werden muss","Dafür bin ich leider zu wenig informiert. Daher sind die Bedenken vermutlich, wo ich die Informationen zu dem Einsatz von Gen AI herbekomme.","Noch keine, da kein Einsatz","Ja, einen eintägigen Workshop "
10/25/24 5:51,10/25/24 5:52,IP Address,,100,16,TRUE,10/25/24 5:52,R_8PtZKrLiMLNHSNp,,,,,,,anonymous,EN,Ja,Deutschland,,Nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/24 8:37,10/25/24 8:44,IP Address,,100,373,TRUE,10/25/24 8:44,R_2duwvXNmW5gv281,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,Englisch,,24,2,Ich habe GenAI verwendet.,"ChatGPT,Gemini",,ChatGPT,,"Ja, mein Arbeitgeber bezahlt dafür.",Sehr zugänglich (z.B. Ich kann generative KI-Tools jederzeit verwenden),Computer,,2 - Leicht,4- Gut,5- Sehr gut,5- Sehr gut,3 - Mäßig,2 - Leicht,1 - Gar nicht,5- Sehr gut,Ja,Wöchentlich,3= Etwas,1= Gar nicht,1= Gar nicht,2= Wenig,1= Gar nicht,2= Wenig,1= Gar nicht,4= Viel,1= Gar nicht,1= Gar nicht,2= Wenig,1= Gar nicht,1= Gar nicht,1= Gar nicht,3= Etwas,1= Gar nicht,,"Kollegen/Kolleginnen,Lernende/Kinder,Internet (z.B. Google, YouTube),Experimentieren",,Nein,,,,,,,,,,,,,,,,,Materialien an verschiedenen Niveaus anpassen,Die Geschwindigkeit und die Breite von Quellen,Falsche Informationen (Halluzinationen) und Datenschutz,"Das Fehlen an kritisches Denken, wenn die Schüler Ideen oder Texte damit erstellen, ohne selbst einen ersten Entwurf mit den eigenen Gedanken geschrieben zu haben","Ja, im Präsenz"
10/25/24 9:06,10/25/24 9:09,IP Address,,100,185,TRUE,10/25/24 9:09,R_2KouD78mjd3C0Qg,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Grundschule,Englisch,,34,8 Jahre ,Ich habe noch nie davon gehört.,,,,,,,,,1 - Gar nicht,3 - Mäßig,1 - Gar nicht,3 - Mäßig,3 - Mäßig,1 - Gar nicht,2 - Leicht,3 - Mäßig,Nein,,,,,,,,,,,,,,,,,,,"Ich habe noch nicht gelernt, wie man generative KI in meinem Unterricht einsetzt.",,Nein,,,,,,,,,,,,,,,,,,Schnellerer Vorbereitung gezielter Übungen für die Lerngruppe ,Alltagstauglichkeit ,,Ja
10/27/24 4:38,10/27/24 4:43,IP Address,,100,333,TRUE,10/27/24 4:43,R_2CHdblBBEKTK2dc,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Grundschule,Englisch,,37,11 Jahre,Ich habe GenAI verwendet.,"ChatGPT,Andere","Microsoft Copilot, Bing Copilot",Andere,Microsoft Copilot,"Nein, ich benutze die kostenlose Version.",Sehr zugänglich (z.B. Ich kann generative KI-Tools jederzeit verwenden),"Computer,iPad oder Tablet,Mobiltelefon",,5- Sehr gut,5- Sehr gut,5- Sehr gut,5- Sehr gut,4- Gut,3 - Mäßig,4- Gut,4- Gut,Ja,Wöchentlich,1= Gar nicht,2= Wenig,2= Wenig,3= Etwas,3= Etwas,4= Viel,3= Etwas,2= Wenig,1= Gar nicht,2= Wenig,3= Etwas,1= Gar nicht,1= Gar nicht,2= Wenig,1= Gar nicht,1= Gar nicht,,"Internet (z.B. Google, YouTube),Experimentieren",,Nein,,,,,,,,,,,,,,,,,,leichteres Differenzieren,,starke Überprüfung auf Fehler notwendig,
10/28/24 1:33,10/28/24 1:44,IP Address,,100,664,TRUE,10/28/24 1:44,R_82mPh1oZJL5FJKW,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,"Englisch,Französisch,Deutsch,Andere _____",Rumänisch,53,23,"Ich habe davon gehört, aber ich benutze es nicht.",,,,,,,,,3 - Mäßig,4- Gut,3 - Mäßig,4- Gut,3 - Mäßig,3 - Mäßig,4- Gut,4- Gut,Nein,,,,,,,,,,,,,,,,,,,"Kollegen/Kolleginnen,Lernende/Kinder,Experimentieren",,Nein,,,,,,,,,,,,,,,,,"Recherche, Herstellung von Texten","Einführung neuen Vokabulars, pop up der eigenen Texte, Einüben neuer Strukturen","keine Auseinandersetzung mit dem entstanden Inhalt, wenig eigene Aktivität, Spielerei","SuS verständlich machen, dass dies nur ein Tool ist, jedoch die Erweiterung des einen Wissens im Vordergrund steht, ein Unterstützen und nicht das eigene Denken ersetzen","Schulungen, Fortbildungen"
10/29/24 1:41,10/29/24 1:45,IP Address,,100,235,TRUE,10/29/24 1:45,R_2e3kgookJyicl92,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Grundschule,Englisch,,43,3 Jahre,"Ich habe davon gehört, aber ich benutze es nicht.",,,,,,,,,3 - Mäßig,4- Gut,4- Gut,4- Gut,3 - Mäßig,3 - Mäßig,3 - Mäßig,4- Gut,Nein,,,,,,,,,,,,,,,,,,,"Lehrerausbildung ,Kollegen/Kolleginnen,Ich habe noch nicht gelernt, wie man generative KI in meinem Unterricht einsetzt.",,Nein,,,,,,,,,,,,,,,,,,"vielfältige, umfassende Recherche",Vertrauenswürdigkeit der Quellen,,Einsatzmöglichkeit und Umgang mit KI im Primarbereich
10/31/24 9:32,10/31/24 9:36,IP Address,,100,231,TRUE,10/31/24 9:36,R_2H8Ia0qYx2OcyGP,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Grundschule,Englisch,,27,2 Jahre,Ich habe GenAI verwendet.,"ChatGPT,Andere",Sonu AI,ChatGPT,,"Nein, ich benutze die kostenlose Version.",Sehr zugänglich (z.B. Ich kann generative KI-Tools jederzeit verwenden),Computer,,4- Gut,4- Gut,4- Gut,2 - Leicht,3 - Mäßig,4- Gut,3 - Mäßig,4- Gut,Nein,,,,,,,,,,,,,,,,,,,"Kollegen/Kolleginnen,Internet (z.B. Google, YouTube),Experimentieren",,Nein,,,,,,,,,,,,,,,,,Erstellung von Tests und Klassenarbeiten,Individuelle Anpassung des Inputs an die Bedürfnisse der Kinder,Datenschutz,"Kann ich mich darauf verlassen, dass die Informationen von ChatGPT stimmen?","Ja, mit konkreten Beispielen für die Nutzung im Unterricht."
11/6/24 7:18,11/6/24 7:30,IP Address,,100,705,TRUE,11/6/24 7:30,R_8OOnW1hBQZAPqUH,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,Englisch,,41,2012,Ich habe GenAI verwendet.,ChatGPT,,ChatGPT,,"Nein, ich benutze die kostenlose Version.",Sehr zugänglich (z.B. Ich kann generative KI-Tools jederzeit verwenden),"Computer,iPad oder Tablet,Mobiltelefon",,4- Gut,4- Gut,4- Gut,4- Gut,4- Gut,4- Gut,5- Sehr gut,4- Gut,Ja,Wöchentlich,2= Wenig,3= Etwas,3= Etwas,4= Viel,4= Viel,5= Sehr viel,4= Viel,3= Etwas,5= Sehr viel,3= Etwas,4= Viel,2= Wenig,4= Viel,3= Etwas,3= Etwas,1= Gar nicht,,"Workshops,Kollegen/Kolleginnen,Internet (z.B. Google, YouTube)",,Ja,1= Gar nicht,3= Etwas,3= Etwas,4= Viel,4= Viel,4= Viel,4= Viel,3= Etwas,4= Viel,3= Etwas,4= Viel,3= Etwas,4= Viel,3= Etwas,3= Etwas,4= Viel,- ,"Anpassung an das Lernniveau, Differenzierung ","Keine, bei geschultem und verantwortungsvollem Umgang ",Schüler schreiben Hausaufgaben mit KI - Schüler im Umgang mit der KI schulen ist nicht leicht ,"Arbeitsblätter / Role plays erstellen 
"
